id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13348542,JH128387,2024-01-25T17:00:00.000,034XX W 55TH ST,0810,THEFT,OVER $500,AIRPORT PARKING LOT,False,False,0822,008,14,63,06,1154178,1867927,2024,2024-02-02T15:41:03.000,41.793415461,-87.710180528,"{'latitude': '41.793415461', 'longitude': '-87.710180528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,61,776,8,56,13,129,14
13350440,JH130580,2024-01-25T17:00:00.000,120XX S WENTWORTH AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,0523,005,9,53,08B,1177110,1824939,2024,2024-02-02T15:41:03.000,41.674964021,-87.627384003,"{'latitude': '41.674964021', 'longitude': '-87.627384003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,60,43,19,10,218,11
13348471,JH128096,2024-01-25T16:58:00.000,005XX S MICHIGAN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,HOTEL / MOTEL,False,False,0123,001,4,32,26,1177364,1897937,2024,2024-02-02T15:41:03.000,41.875272573,-87.624251314,"{'latitude': '41.875272573', 'longitude': '-87.624251314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,38,367,36,35,22,144,9
13349341,JH128499,2024-01-25T16:57:00.000,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0124,001,28,28,06,1173303,1895451,2024,2024-02-02T15:41:03.000,41.868541914,-87.639235361,"{'latitude': '41.868541914', 'longitude': '-87.639235361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,97,26,44,22,147,28
13348149,JH127976,2024-01-25T16:52:00.000,020XX W 57TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0715,007,15,67,15,1163853,1866851,2024,2024-02-02T15:41:03.000,41.790264856,-87.674733201,"{'latitude': '41.790264856', 'longitude': '-87.674733201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,274,3,23,17,270,15
13348110,JH128007,2024-01-25T16:50:00.000,002XX W MONROE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0122,001,42,32,06,1174639,1899876,2024,2024-02-02T15:41:03.000,41.880654649,-87.634198338,"{'latitude': '41.880654649', 'longitude': '-87.634198338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14914,38,92,36,46,22,79,42
13348194,JH127944,2024-01-25T16:50:00.000,062XX N HERMITAGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2433,024,40,77,26,1163639,1941403,2024,2024-02-02T15:41:03.000,41.994845858,-87.673415409,"{'latitude': '41.994845858', 'longitude': '-87.673415409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,4451,76,537,24,14,11,50,40
13348348,JH127972,2024-01-25T16:50:00.000,009XX E 40TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0214,002,4,36,14,1183359,1878677,2024,2024-02-02T15:41:03.000,41.822284016,-87.602841914,"{'latitude': '41.822284016', 'longitude': '-87.602841914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,2,220,10,36,24,104,9
13348700,JH128595,2024-01-25T16:45:00.000,048XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2033,020,46,3,06,1167994,1932485,2024,2024-02-02T15:41:03.000,41.970281428,-87.657654526,"{'latitude': '41.970281428', 'longitude': '-87.657654526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,634,39,15,2,36,46
13349226,JH129319,2024-01-25T16:45:00.000,053XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1622,016,45,11,08B,1137700,1934730,2024,2024-02-02T15:41:03.000,41.977043475,-87.76899404,"{'latitude': '41.977043475', 'longitude': '-87.76899404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,21869,11,693,50,48,12,43,45
13348104,JH128026,2024-01-25T16:45:00.000,0000X E DELAWARE PL,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1833,018,42,8,06,1176296,1906628,2024,2024-02-02T15:41:03.000,41.899145291,-87.627910223,"{'latitude': '41.899145291', 'longitude': '-87.627910223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,36,6,14,71,42
13350015,JH130297,2024-01-25T16:45:00.000,015XX W ESTES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2423,024,49,1,06,1164866,1947487,2024,2024-02-02T15:41:03.000,42.011514451,-87.668728218,"{'latitude': '42.011514451', 'longitude': '-87.668728218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,358,5,9,11,37,49
13348092,JH127968,2024-01-25T16:45:00.000,012XX N CENTRAL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2532,025,37,25,08A,1138773,1907907,2024,2024-02-02T15:41:03.000,41.903418965,-87.765701251,"{'latitude': '41.903418965', 'longitude': '-87.765701251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,565,7,5,6,154,29
13353291,JH134094,2024-01-25T16:36:00.000,003XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0114,001,42,32,04A,1177341,1898860,2024,2024-02-02T15:41:03.000,41.877805859,-87.624307765,"{'latitude': '41.877805859', 'longitude': '-87.624307765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14912,38,367,36,29,22,87,42
13348113,JH127950,2024-01-25T16:35:00.000,008XX E 79TH ST,0560,ASSAULT,SIMPLE,GAS STATION,False,False,0624,006,8,69,08A,1183364,1852811,2024,2024-02-02T15:41:03.000,41.751305337,-87.603628907,"{'latitude': '41.751305337', 'longitude': '-87.603628907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,497,35,61,20,227,10
13348277,JH128099,2024-01-25T16:30:00.000,012XX W 92ND ST,0460,BATTERY,SIMPLE,PARK PROPERTY,False,True,2222,022,21,73,08B,1169487,1843766,2024,2024-02-02T15:41:03.000,41.726796298,-87.654742531,"{'latitude': '41.726796298', 'longitude': '-87.654742531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,195,13,59,9,244,21
13350113,JH130437,2024-01-25T16:30:00.000,030XX S DRAKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1032,010,22,30,07,1153183,1884181,2024,2024-02-02T15:41:03.000,41.838038379,-87.713399152,"{'latitude': '41.838038379', 'longitude': '-87.713399152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,312,28,57,21,166,22
13348095,JH127994,2024-01-25T16:30:00.000,113XX S EDBROOKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0531,005,9,49,14,1179223,1829809,2024,2024-02-02T15:41:03.000,41.688280254,-87.619502417,"{'latitude': '41.688280254', 'longitude': '-87.619502417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,253,43,19,10,265,11
13348993,JH129068,2024-01-25T16:30:00.000,003XX E ILLINOIS ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1834,018,42,8,06,1178719,1903689,2024,2024-02-02T15:41:03.000,41.891025527,-87.619100589,"{'latitude': '41.891025527', 'longitude': '-87.619100589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,2
13348675,JH128564,2024-01-25T16:30:00.000,026XX W AUGUSTA BLVD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,False,False,1211,012,36,24,07,1158553,1906553,2024,2024-02-02T15:41:03.000,41.899321334,-87.693081715,"{'latitude': '41.899321334', 'longitude': '-87.693081715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,543,49,4,15,64,36
13348217,JH128055,2024-01-25T16:30:00.000,047XX W OHIO ST,0810,THEFT,OVER $500,APARTMENT,False,False,1111,011,28,25,06,1144593,1903566,2024,2024-02-02T15:41:03.000,41.891399106,-87.74443231,"{'latitude': '41.891399106', 'longitude': '-87.74443231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,695,23,32,16,68,28
13348221,JH128064,2024-01-25T16:30:00.000,088XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2221,022,18,71,08A,1166220,1846135,2024,2024-02-02T15:41:03.000,41.733367244,-87.666642743,"{'latitude': '41.733367244', 'longitude': '-87.666642743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,488,13,59,9,245,18
13348190,JH128002,2024-01-25T16:30:00.000,070XX N PAULINA ST,0460,BATTERY,SIMPLE,STREET,False,False,2423,024,49,1,08B,1163913,1946714,2024,2024-02-02T15:41:03.000,42.009413572,-87.672256669,"{'latitude': '42.009413572', 'longitude': '-87.672256669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,49,5,9,11,37,49
13348491,JH128331,2024-01-25T16:30:00.000,014XX W 84TH ST,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,0614,006,18,71,08B,1168095,1849042,2024,2024-02-02T15:41:03.000,41.741304411,-87.659690327,"{'latitude': '41.741304411', 'longitude': '-87.659690327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,531,13,59,20,237,18
13349351,JH128503,2024-01-25T16:20:00.000,063XX S SACRAMENTO AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0823,008,15,66,06,1157476,1862358,2024,2024-02-02T15:41:03.000,41.778067096,-87.698237791,"{'latitude': '41.778067096', 'longitude': '-87.698237791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,319,31,58,13,276,15
13348293,JH127964,2024-01-25T16:17:00.000,067XX S ADA ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",VEHICLE NON-COMMERCIAL,False,False,0724,007,17,67,08B,1168489,1860032,2024,2024-02-02T15:41:03.000,41.771453973,-87.657930608,"{'latitude': '41.771453973', 'longitude': '-87.657930608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,21,31,23,17,203,17
13348195,JH127947,2024-01-25T16:13:00.000,015XX N CLYBOURN AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,1822,018,27,8,08A,1171164,1910126,2024,2024-02-02T15:41:03.000,41.90885825,-87.646656908,"{'latitude': '41.90885825', 'longitude': '-87.646656908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,22620,37,108,46,54,14,199,27
13348134,JH127898,2024-01-25T16:09:00.000,090XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,0413,004,8,48,08A,1188495,1845279,2024,2024-02-02T15:41:03.000,41.730515838,-87.585066558,"{'latitude': '41.730515838', 'longitude': '-87.585066558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,492,35,25,19,246,10
13348279,JH127975,2024-01-25T16:06:00.000,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0112,001,34,32,06,1176363,1900552,2024,2024-02-02T15:41:03.000,41.882470918,-87.627847625,"{'latitude': '41.882470918', 'longitude': '-87.627847625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14310,38,92,36,41,22,93,34
13348157,JH127931,2024-01-25T16:05:00.000,033XX W NORTH AVE,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1422,014,26,23,26,1153712,1910433,2024,2024-02-02T15:41:03.000,41.910066171,-87.71075927,"{'latitude': '41.910066171', 'longitude': '-87.71075927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,455,49,1,7,190,26
13348147,JH127938,2024-01-25T16:03:00.000,049XX N MAGNOLIA AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,2033,020,48,3,04B,1167047,1933064,2024,2024-02-02T15:41:03.000,41.971890664,-87.661119976,"{'latitude': '41.971890664', 'longitude': '-87.661119976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,633,18,15,2,36,47
13353340,JH133675,2024-01-25T16:00:00.000,038XX S COTTAGE GROVE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,0212,002,4,36,08B,1182127,1879582,2024,2024-02-02T15:41:03.000,41.824796056,-87.607333473,"{'latitude': '41.824796056', 'longitude': '-87.607333473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,2,582,10,36,24,101,9
13349163,JH129323,2024-01-25T16:00:00.000,023XX N MASON AVE,0810,THEFT,OVER $500,STREET,False,False,2515,025,36,19,06,1136345,1914851,2024,2024-02-02T15:41:03.000,41.922517869,-87.77445376,"{'latitude': '41.922517869', 'longitude': '-87.77445376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,19,57,44,2,6,133,36
13348926,JH128998,2024-01-25T16:00:00.000,072XX S PHILLIPS AVE,0810,THEFT,OVER $500,STREET,False,False,0334,003,7,43,06,1193752,1857410,2024,2024-02-02T15:41:03.000,41.763677284,-87.565412189,"{'latitude': '41.763677284', 'longitude': '-87.565412189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,417,37,24,18,213,5
13348300,JH128168,2024-01-25T16:00:00.000,023XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1414,014,1,22,07,1156726,1915624,2024,2024-02-02T15:41:03.000,41.924250125,-87.699546076,"{'latitude': '41.924250125', 'longitude': '-87.699546076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,322,41,1,7,182,1
13348489,JH128306,2024-01-25T16:00:00.000,060XX W GIDDINGS ST,0810,THEFT,OVER $500,APARTMENT,False,True,1622,016,41,15,06,1135145,1930925,2024,2024-02-02T15:41:03.000,41.966648006,-87.778480697,"{'latitude': '41.966648006', 'longitude': '-87.778480697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,21869,15,95,19,48,12,43,45
13348186,JH127940,2024-01-25T16:00:00.000,0000X E GRAND AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,True,False,1834,018,42,8,11,1176796,1903917,2024,2024-02-02T15:41:03.000,41.891694878,-87.626155832,"{'latitude': '41.891694878', 'longitude': '-87.626155832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,626,36,6,14,74,42
13348364,JH128153,2024-01-25T16:00:00.000,063XX S KILDARE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,0813,008,13,65,08A,1148797,1862175,2024,2024-02-02T15:41:03.000,41.777736401,-87.730060422,"{'latitude': '41.777736401', 'longitude': '-87.730060422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,6,15,58,13,271,13
13352848,JH133383,2024-01-25T16:00:00.000,043XX N CICERO AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1722,017,45,15,06,1143593,1928240,2024,2024-02-02T15:41:03.000,41.959125819,-87.747485772,"{'latitude': '41.959125819', 'longitude': '-87.747485772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,22618,15,259,50,21,12,15,45
13348495,JH128369,2024-01-25T16:00:00.000,111XX S HOMEWOOD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,2212,022,19,75,26,1165469,1830718,2024,2024-02-02T15:41:03.000,41.691076433,-87.669829257,"{'latitude': '41.691076433', 'longitude': '-87.669829257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,22212,74,378,42,13,9,257,19
13348764,JH128602,2024-01-25T16:00:00.000,026XX W LUNT AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,2411,024,50,2,06,1157433,1946345,2024,2024-02-02T15:41:03.000,42.008535858,-87.696108723,"{'latitude': '42.008535858', 'longitude': '-87.696108723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,42,27,12,11,35,50
13348237,JH127970,2024-01-25T16:00:00.000,024XX E 74TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,0334,003,7,43,08A,1194056,1856025,2024,2024-02-02T15:41:03.000,41.759869287,-87.564343365,"{'latitude': '41.759869287', 'longitude': '-87.564343365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,245,37,24,18,213,5
13348226,JH128020,2024-01-25T15:55:00.000,060XX S WENTWORTH AVE,0810,THEFT,OVER $500,STREET,False,False,0311,003,20,68,06,1176004,1864856,2024,2024-02-02T15:41:03.000,41.7845263,-87.630238711,"{'latitude': '41.7845263', 'longitude': '-87.630238711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,166,4,11,18,251,20
13348053,JH127930,2024-01-25T15:55:00.000,026XX W 63RD ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,0825,008,16,66,08B,1159874,1862780,2024,2024-02-02T15:41:03.000,41.779176188,-87.689434991,"{'latitude': '41.779176188', 'longitude': '-87.689434991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,111,2,58,13,274,16
13348223,JH127900,2024-01-25T15:47:00.000,021XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0914,009,11,34,06,1175096,1890106,2024,2024-02-02T15:41:03.000,41.853834892,-87.632813038,"{'latitude': '41.853834892', 'longitude': '-87.632813038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21194,35,3,26,40,23,157,7
13348240,JH127887,2024-01-25T15:46:00.000,068XX S DORCHESTER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,0321,003,5,43,06,1186717,1859977,2024,2024-02-02T15:41:03.000,41.77089081,-87.591115388,"{'latitude': '41.77089081', 'longitude': '-87.591115388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,39,416,33,60,18,206,3
13348916,JH128717,2024-01-25T15:45:00.000,012XX N CAMPBELL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,1423,014,26,24,17,1159512,1908241,2024,2024-02-02T15:41:03.000,41.903933651,-87.68951279,"{'latitude': '41.903933651', 'longitude': '-87.68951279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21560,25,302,49,4,7,62,26
13348083,JH127872,2024-01-25T15:45:00.000,005XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1834,018,42,8,08B,1177342,1903838,2024,2024-02-02T15:41:03.000,41.891465732,-87.624153044,"{'latitude': '41.891465732', 'longitude': '-87.624153044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,42
13348152,JH127878,2024-01-25T15:44:00.000,018XX W IRVING PARK RD,0320,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,False,False,1922,019,47,5,03,1163334,1926590,2024,2024-02-02T15:41:03.000,41.954204854,-87.674956112,"{'latitude': '41.954204854', 'longitude': '-87.674956112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21186,46,644,18,53,5,19,47
13348085,JH127897,2024-01-25T15:42:00.000,060XX W FULLERTON AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,2512,025,36,19,26,1135788,1915320,2024,2024-02-02T15:41:03.000,41.923814803,-87.776489197,"{'latitude': '41.923814803', 'longitude': '-87.776489197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,19,78,21,2,6,183,30
13348160,JH127956,2024-01-25T15:40:00.000,042XX S HERMITAGE AVE,0460,BATTERY,SIMPLE,STREET,False,False,0924,009,12,61,08B,1165389,1876597,2024,2024-02-02T15:41:03.000,41.8169766,-87.668824803,"{'latitude': '41.8169766', 'longitude': '-87.668824803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14924,59,706,1,37,23,108,12
13348096,JH127958,2024-01-25T15:40:00.000,061XX S COTTAGE GROVE AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,0313,003,20,42,03,1182617,1864574,2024,2024-02-02T15:41:03.000,41.783601519,-87.606001759,"{'latitude': '41.783601519', 'longitude': '-87.606001759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,471,4,60,18,275,20
13348069,JH127869,2024-01-25T15:37:00.000,049XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1533,015,28,25,08B,1143593,1898550,2024,2024-02-02T15:41:03.000,41.877653374,-87.748230483,"{'latitude': '41.877653374', 'longitude': '-87.748230483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,69,23,32,25,137,28
13349340,JH128498,2024-01-25T15:37:00.000,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0124,001,28,28,06,1173303,1895451,2024,2024-02-02T15:41:03.000,41.868541914,-87.639235361,"{'latitude': '41.868541914', 'longitude': '-87.639235361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,97,26,44,22,147,28
13348127,JH127866,2024-01-25T15:36:00.000,013XX S SACRAMENTO DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SCHOOL - PUBLIC GROUNDS,False,False,1022,010,24,29,24,1156172,1893743,2024,2024-02-02T15:41:03.000,41.864217865,-87.702173146,"{'latitude': '41.864217865', 'longitude': '-87.702173146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,132,14,57,21,152,24
13349033,JH129004,2024-01-25T15:35:00.000,019XX S CENTRAL PARK AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1014,010,24,29,04A,1152688,1889932,2024,2024-02-02T15:41:03.000,41.853829615,-87.715063627,"{'latitude': '41.853829615', 'longitude': '-87.715063627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,157,14,57,21,156,24
13348135,JH127927,2024-01-25T15:34:00.000,020XX S CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESTAURANT,False,False,0131,001,11,34,11,1175818,1890458,2024,2024-02-02T15:41:03.000,41.854784611,-87.630152473,"{'latitude': '41.854784611', 'longitude': '-87.630152473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21194,35,3,26,40,22,94,7
13348103,JH127844,2024-01-25T15:33:00.000,048XX W PENSACOLA AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,1624,016,45,15,26,1143415,1928485,2024,2024-02-02T15:41:03.000,41.959801457,-87.74813403,"{'latitude': '41.959801457', 'longitude': '-87.74813403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,22618,15,259,50,21,12,15,45
13348181,JH127870,2024-01-25T15:32:00.000,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1433,014,1,24,06,1165485,1908868,2024,2024-02-02T15:41:03.000,41.905529073,-87.667554656,"{'latitude': '41.905529073', 'longitude': '-87.667554656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,482,41,4,7,191,1
13350264,JH130527,2024-01-25T15:31:00.000,006XX E OAKWOOD BLVD,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,0214,002,4,38,06,1181104,1878807,2024,2024-02-02T15:41:03.000,41.822693058,-87.611110416,"{'latitude': '41.822693058', 'longitude': '-87.611110416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,4,583,10,36,24,104,9
13348255,JH127888,2024-01-25T15:30:00.000,059XX S MENARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0811,008,13,64,07,1138733,1864783,2024,2024-02-02T15:41:03.000,41.785081036,-87.766892936,"{'latitude': '41.785081036', 'longitude': '-87.766892936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,22268,62,265,6,7,13,131,13
13348760,JH128709,2024-01-25T15:30:00.000,046XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0222,002,4,39,14,1183100,1874483,2024,2024-02-02T15:41:03.000,41.810781411,-87.603922663,"{'latitude': '41.810781411', 'longitude': '-87.603922663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,5,398,10,36,24,114,9
13348243,JH128072,2024-01-25T15:30:00.000,031XX W BERTEAU AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1724,017,33,16,07,1154730,1927748,2024,2024-02-02T15:41:03.000,41.957559505,-87.706554502,"{'latitude': '41.957559505', 'longitude': '-87.706554502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,116,20,39,1,13,33
13349106,JH129090,2024-01-25T15:30:00.000,035XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,False,False,0212,002,4,35,08B,1179483,1881827,2024,2024-02-02T15:41:03.000,41.831017406,-87.616964749,"{'latitude': '41.831017406', 'longitude': '-87.616964749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,1,222,10,36,24,101,9
13348183,JH127993,2024-01-25T15:29:00.000,023XX W HARRISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,True,False,1225,012,28,28,06,1160689,1897306,2024,2024-02-02T15:41:03.000,41.873902752,-87.685492631,"{'latitude': '41.873902752', 'longitude': '-87.685492631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,89,23,28,15,139,28
