id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13351736,JH124402,2024-01-22T19:13:00.000,067XX S CRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,0331,003,5,43,14,2024,2024-01-30T15:41:33.000,,,,,,,,,,,,,,
13345277,JH124398,2024-01-22T19:12:00.000,075XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0623,006,6,69,08B,2024,2024-01-30T15:41:33.000,1175816,1854894,41.757193676,-87.63122616,"{'latitude': '41.757193676', 'longitude': '-87.63122616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,32,59,20,228,4
13345308,JH124414,2024-01-22T19:10:00.000,047XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,0223,002,4,39,06,2024,2024-01-30T15:41:33.000,1182987,1873790,41.808882397,-87.604358692,"{'latitude': '41.808882397', 'longitude': '-87.604358692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,5,461,10,10,24,116,9
13345309,JH124395,2024-01-22T19:05:00.000,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1834,018,42,8,06,2024,2024-01-30T15:41:33.000,1177327,1904307,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,159,36,6,14,74,42
13346806,JH126241,2024-01-22T19:02:00.000,032XX W FRANKLIN BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC GROUNDS,False,False,1123,011,28,23,04B,2024,2024-01-30T15:41:33.000,1154714,1903150,41.890060933,-87.707273553,"{'latitude': '41.890060933', 'longitude': '-87.707273553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,24,177,23,30,16,65,28
13345154,JH124400,2024-01-22T19:02:00.000,090XX S BLACKSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0413,004,8,48,14,2024,2024-01-30T15:41:33.000,1187693,1845390,41.730839528,-87.588000984,"{'latitude': '41.730839528', 'longitude': '-87.588000984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,44,491,35,61,19,246,10
13347235,JH126739,2024-01-22T19:00:00.000,018XX W ADDISON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1922,019,47,5,05,2024,2024-01-30T15:41:33.000,1163332,1923930,41.946905722,-87.675038571,"{'latitude': '41.946905722', 'longitude': '-87.675038571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21186,46,645,18,22,5,19,47
13345564,JH124806,2024-01-22T19:00:00.000,102XX S WALDEN PKWY,0810,THEFT,OVER $500,STREET,False,False,2213,022,19,72,06,2024,2024-01-30T15:41:33.000,1165649,1836735,41.707584283,-87.66900034,"{'latitude': '41.707584283', 'longitude': '-87.66900034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,22212,71,628,42,13,9,252,19
13345935,JH125308,2024-01-22T19:00:00.000,003XX S DESPLAINES ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,0121,001,34,28,14,2024,2024-01-30T15:41:33.000,1171987,1898575,41.877143487,-87.643974538,"{'latitude': '41.877143487', 'longitude': '-87.643974538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,4452,29,786,36,45,22,91,34
13345370,JH124383,2024-01-22T18:59:00.000,004XX E 109TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0513,005,9,49,08B,2024,2024-01-30T15:41:33.000,1181271,1832783,41.696394506,-87.611913708,"{'latitude': '41.696394506', 'longitude': '-87.611913708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,237,43,19,10,260,11
13345298,JH124442,2024-01-22T18:56:00.000,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0821,008,14,63,06,2024,2024-01-30T15:41:33.000,1155878,1871667,41.803644557,-87.70384629,"{'latitude': '41.803644557', 'longitude': '-87.70384629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,22248,61,776,8,56,13,103,14
13345894,JH124436,2024-01-22T18:50:00.000,058XX S ARCHER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0814,008,23,56,07,2024,2024-01-30T15:41:33.000,1140706,1868830,41.796150799,-87.759559887,"{'latitude': '41.796150799', 'longitude': '-87.759559887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22268,53,607,6,7,13,112,23
13345115,JH124339,2024-01-22T18:50:00.000,005XX W DEMING PL,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,1935,019,43,7,08A,2024,2024-01-30T15:41:33.000,1172141,1917237,41.928349655,-87.642857579,"{'latitude': '41.928349655', 'longitude': '-87.642857579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,21190,68,794,34,16,5,178,43
13345260,JH124407,2024-01-22T18:46:00.000,065XX N RICHMOND ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE - YARD (FRONT / BACK),False,True,2412,024,50,2,20,2024,2024-01-30T15:41:33.000,1155481,1943212,41.999978425,-87.703375475,"{'latitude': '41.999978425', 'longitude': '-87.703375475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,40,27,12,11,46,50
13345124,JH124381,2024-01-22T18:45:00.000,028XX W 25TH PL,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1033,010,24,30,06,2024,2024-01-30T15:41:33.000,1157894,1886956,41.845558691,-87.696036634,"{'latitude': '41.845558691', 'longitude': '-87.696036634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,21569,32,262,1,57,21,160,24
13345203,JH124364,2024-01-22T18:43:00.000,075XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2411,024,50,2,06,2024,2024-01-30T15:41:33.000,1159016,1949895,42.018244679,-87.690186314,"{'latitude': '42.018244679', 'longitude': '-87.690186314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,22528,20,341,5,12,11,35,49
13345499,JH124716,2024-01-22T18:40:00.000,120XX S UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0523,005,21,53,14,2024,2024-01-30T15:41:33.000,1173819,1825087,41.675443515,-87.639425238,"{'latitude': '41.675443515', 'longitude': '-87.639425238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,60,22,19,10,218,21
13345280,JH124362,2024-01-22T18:40:00.000,034XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0911,009,12,59,14,2024,2024-01-30T15:41:33.000,1160920,1881926,41.831693663,-87.685070811,"{'latitude': '41.831693663', 'longitude': '-87.685070811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14920,56,2,1,43,23,96,12
13345157,JH124348,2024-01-22T18:40:00.000,050XX S CICERO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,0814,008,23,56,15,2024,2024-01-30T15:41:33.000,1145214,1870711,41.801228804,-87.742981092,"{'latitude': '41.801228804', 'longitude': '-87.742981092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22248,53,606,8,56,13,105,14
13345159,JH124376,2024-01-22T18:38:00.000,058XX S EMERALD AVE,0610,BURGLARY,FORCIBLE ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,0711,007,16,68,05,2024,2024-01-30T15:41:33.000,1172305,1865959,41.787635257,-87.643768257,"{'latitude': '41.787635257', 'longitude': '-87.643768257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,113,4,11,17,135,16
13345174,JH124342,2024-01-22T18:37:00.000,080XX S LANGLEY AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0631,006,6,44,26,2024,2024-01-30T15:41:33.000,1182298,1851614,41.748045383,-87.607572235,"{'latitude': '41.748045383', 'longitude': '-87.607572235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,11,32,61,20,235,4
13347344,JH126804,2024-01-22T18:35:00.000,014XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1822,018,27,8,06,2024,2024-01-30T15:41:33.000,1170113,1909295,41.906600961,-87.65054206,"{'latitude': '41.906600961', 'longitude': '-87.65054206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,22620,37,108,46,49,14,199,27
13345183,JH124334,2024-01-22T18:35:00.000,059XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,0713,007,16,67,08B,2024,2024-01-30T15:41:33.000,1167351,1865335,41.786030519,-87.661950363,"{'latitude': '41.786030519', 'longitude': '-87.661950363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,277,2,23,17,266,16
13345609,JH124865,2024-01-22T18:30:00.000,001XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0122,001,34,32,14,2024,2024-01-30T15:41:33.000,1174945,1900351,41.881951231,-87.633060512,"{'latitude': '41.881951231', 'longitude': '-87.633060512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14311,38,92,36,34,22,79,34
13345334,JH124527,2024-01-22T18:30:00.000,037XX W BYRON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1732,017,30,16,06,2024,2024-01-30T15:41:33.000,1150794,1925666,41.95192443,-87.721079292,"{'latitude': '41.95192443', 'longitude': '-87.721079292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21538,16,326,50,39,1,20,45
13345160,JH124346,2024-01-22T18:30:00.000,112XX S EGGLESTON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2233,022,21,49,08A,2024,2024-01-30T15:41:33.000,1175300,1830296,41.689704965,-87.633849701,"{'latitude': '41.689704965', 'longitude': '-87.633849701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,45,486,22,19,9,258,21
13345315,JH124337,2024-01-22T18:26:00.000,020XX S ASHLAND AVE,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,False,False,1234,012,25,31,03,2024,2024-01-30T15:41:33.000,1166035,1890360,41.854729924,-87.666062916,"{'latitude': '41.854729924', 'longitude': '-87.666062916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,270,26,43,15,158,25
13345376,JH124386,2024-01-22T18:25:00.000,106XX S STATE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,0512,005,9,49,14,2024,2024-01-30T15:41:33.000,1178131,1834580,41.701397325,-87.623356158,"{'latitude': '41.701397325', 'longitude': '-87.623356158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,524,43,19,10,256,11
13350466,JH130574,2024-01-22T18:23:00.000,002XX E 121ST PL,0330,ROBBERY,AGGRAVATED,STREET,False,False,0532,005,9,53,03,2024,2024-01-30T15:41:33.000,1180028,1824448,41.673550544,-87.616718631,"{'latitude': '41.673550544', 'longitude': '-87.616718631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,504,43,19,10,219,11
13346311,JH125410,2024-01-22T18:19:00.000,039XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,2523,025,31,21,06,2024,2024-01-30T15:41:33.000,1149480,1918324,41.931803039,-87.726100784,"{'latitude': '41.931803039', 'longitude': '-87.726100784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22535,22,71,21,39,6,175,31
13345340,JH124457,2024-01-22T18:08:00.000,032XX W FRANKLIN BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,1123,011,28,23,04B,2024,2024-01-30T15:41:33.000,1154714,1903150,41.890060933,-87.707273553,"{'latitude': '41.890060933', 'longitude': '-87.707273553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,24,177,23,30,16,65,28
13345374,JH124319,2024-01-22T18:07:00.000,013XX N HUDSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1821,018,27,8,08B,2024,2024-01-30T15:41:33.000,1173068,1909520,41.907153315,-87.639680572,"{'latitude': '41.907153315', 'longitude': '-87.639680572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,309,46,54,14,198,27
13345190,JH124351,2024-01-22T18:05:00.000,077XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,0611,006,17,71,08A,2024,2024-01-30T15:41:33.000,1166024,1853420,41.753362509,-87.667154177,"{'latitude': '41.753362509', 'longitude': '-87.667154177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,573,31,59,20,231,17
13345278,JH124343,2024-01-22T18:04:00.000,032XX S BELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0912,009,12,59,14,2024,2024-01-30T15:41:33.000,1161884,1882999,41.834618077,-87.681503912,"{'latitude': '41.834618077', 'longitude': '-87.681503912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14920,56,2,26,43,23,165,12
13345166,JH124324,2024-01-22T18:03:00.000,071XX S HAMLIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,0833,008,23,65,08A,2024,2024-01-30T15:41:33.000,1152271,1856905,41.763207097,-87.717462865,"{'latitude': '41.763207097', 'longitude': '-87.717462865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,317,15,58,13,209,23
13346651,JH125283,2024-01-22T18:00:00.000,015XX N WESTERN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,1423,014,1,24,08B,2024,2024-01-30T15:41:33.000,1160130,1910162,41.909192275,-87.687189569,"{'latitude': '41.909192275', 'longitude': '-87.687189569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,21560,25,516,41,4,7,200,1
13348717,JH128597,2024-01-22T18:00:00.000,039XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1723,017,39,16,06,2024,2024-01-30T15:41:33.000,1149496,1928290,41.959150229,-87.725782394,"{'latitude': '41.959150229', 'longitude': '-87.725782394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21538,16,364,38,39,1,9,39
13345399,JH124560,2024-01-22T18:00:00.000,002XX W MONROE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESTAURANT,False,False,0122,001,42,32,11,2024,2024-01-30T15:41:33.000,1174647,1899876,41.88065447,-87.634168963,"{'latitude': '41.88065447', 'longitude': '-87.634168963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14914,38,92,36,46,22,79,42
13345809,JH125122,2024-01-22T18:00:00.000,062XX S MAJOR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0812,008,13,64,07,2024,2024-01-30T15:41:33.000,1139475,1862711,41.779381655,-87.764222666,"{'latitude': '41.779381655', 'longitude': '-87.764222666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,22268,62,265,15,7,13,272,13
13345698,JH124963,2024-01-22T18:00:00.000,021XX S MILLARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1014,010,24,29,07,2024,2024-01-30T15:41:33.000,1152369,1889481,41.852598314,-87.716246381,"{'latitude': '41.852598314', 'longitude': '-87.716246381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,157,14,57,21,156,24
13345851,JH125196,2024-01-22T18:00:00.000,050XX W JACKSON BLVD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1533,015,28,25,07,2024,2024-01-30T15:41:33.000,1142809,1898200,41.87670756,-87.751117882,"{'latitude': '41.87670756', 'longitude': '-87.751117882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,184,23,32,25,137,28
13345182,JH124370,2024-01-22T18:00:00.000,074XX S WOODLAWN AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,False,False,0324,003,5,69,03,2024,2024-01-30T15:41:33.000,1185503,1855969,41.759921149,-87.595691391,"{'latitude': '41.759921149', 'longitude': '-87.595691391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,21546,67,121,33,61,18,217,3
13345817,JH125128,2024-01-22T18:00:00.000,052XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1523,015,37,25,14,2024,2024-01-30T15:41:33.000,1141487,1900250,41.882357525,-87.755921276,"{'latitude': '41.882357525', 'longitude': '-87.755921276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,674,23,32,25,97,37
13345428,JH124440,2024-01-22T17:59:00.000,027XX W 68TH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,False,False,0831,008,16,66,08B,2024,2024-01-30T15:41:33.000,1159381,1859440,41.770020864,-87.6913338,"{'latitude': '41.770020864', 'longitude': '-87.6913338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,383,31,58,13,208,16
13345097,JH124308,2024-01-22T17:50:00.000,028XX S HARDING AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1031,010,22,30,15,2024,2024-01-30T15:41:33.000,1150505,1884812,41.839822544,-87.723209631,"{'latitude': '41.839822544', 'longitude': '-87.723209631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,234,28,57,21,167,22
13345250,JH124341,2024-01-22T17:45:00.000,057XX S CICERO AVE,0890,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,False,False,0813,008,13,56,06,2024,2024-01-30T15:41:33.000,1145654,1866253,41.788987036,-87.74147999,"{'latitude': '41.788987036', 'longitude': '-87.74147999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22268,53,86,6,7,13,271,13
13345200,JH124270,2024-01-22T17:45:00.000,034XX W IOWA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,True,1121,011,27,23,04A,2024,2024-01-30T15:41:33.000,1153130,1905782,41.897314966,-87.713020866,"{'latitude': '41.897314966', 'longitude': '-87.713020866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,4299,24,150,46,5,16,65,27
27949,JH124190,2024-01-22T17:42:00.000,095XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,2213,022,21,73,01A,2024,2024-01-30T15:41:33.000,1169330,1841659,41.721017773,-87.655378424,"{'latitude': '41.721017773', 'longitude': '-87.655378424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,22212,72,592,13,13,9,252,21
13345175,JH124294,2024-01-22T17:40:00.000,051XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1712,017,39,14,08B,2024,2024-01-30T15:41:33.000,1149784,1933974,41.974741909,-87.724575103,"{'latitude': '41.974741909', 'longitude': '-87.724575103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,127,38,20,1,48,39
13345335,JH124290,2024-01-22T17:38:00.000,022XX W WASHINGTON BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,1223,012,27,28,04A,2024,2024-01-30T15:41:33.000,1161525,1900647,41.883053398,-87.682330191,"{'latitude': '41.883053398', 'longitude': '-87.682330191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,37,46,28,15,75,27
13345339,JH124277,2024-01-22T17:37:00.000,005XX N WESTERN AVE,0460,BATTERY,SIMPLE,STREET,False,False,1221,012,36,24,08B,2024,2024-01-30T15:41:33.000,1160313,1903539,41.891014442,-87.686700694,"{'latitude': '41.891014442', 'longitude': '-87.686700694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,21184,25,546,49,28,15,80,36
13345053,JH124272,2024-01-22T17:35:00.000,024XX W MARQUETTE RD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0832,008,16,66,26,2024,2024-01-30T15:41:33.000,1161102,1860157,41.771952989,-87.685005491,"{'latitude': '41.771952989', 'longitude': '-87.685005491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,382,2,58,13,207,16
13345199,JH124284,2024-01-22T17:35:00.000,041XX W WILCOX ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1115,011,28,26,03,2024,2024-01-30T15:41:33.000,1148855,1899015,41.878829325,-87.728897569,"{'latitude': '41.878829325', 'longitude': '-87.728897569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,675,23,30,16,100,28
13349806,JH130022,2024-01-22T17:30:00.000,019XX N AUSTIN AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,2513,025,29,25,03,2024,2024-01-30T15:41:33.000,1136098,1912178,41.915187259,-87.775425225,"{'latitude': '41.915187259', 'longitude': '-87.775425225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,26,597,7,2,6,196,29
13345162,JH124267,2024-01-22T17:30:00.000,010XX W THORNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,2433,024,48,77,14,2024,2024-01-30T15:41:33.000,1167904,1939694,41.990065064,-87.657776397,"{'latitude': '41.990065064', 'longitude': '-87.657776397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,213,16,14,11,50,48
13345312,JH124502,2024-01-22T17:30:00.000,051XX W HARRISON ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1533,015,29,25,08B,2024,2024-01-30T15:41:33.000,1142125,1896831,41.872963554,-87.753663295,"{'latitude': '41.872963554', 'longitude': '-87.753663295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,184,7,32,25,137,29
13345107,JH124323,2024-01-22T17:30:00.000,055XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2532,025,37,25,14,2024,2024-01-30T15:41:33.000,1139162,1907451,41.902160574,-87.764283459,"{'latitude': '41.902160574', 'longitude': '-87.764283459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,599,45,5,6,145,37
13345073,JH124300,2024-01-22T17:30:00.000,094XX S ELIZABETH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2222,022,21,73,08B,2024,2024-01-30T15:41:33.000,1169650,1842197,41.722487203,-87.654190786,"{'latitude': '41.722487203', 'longitude': '-87.654190786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,195,13,59,9,244,21
13347244,JH127010,2024-01-22T17:30:00.000,060XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2433,024,48,77,08B,2024,2024-01-30T15:41:33.000,1168537,1940244,41.991560549,-87.655432099,"{'latitude': '41.991560549', 'longitude': '-87.655432099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,213,16,14,11,50,48
13345202,JH124446,2024-01-22T17:30:00.000,019XX W OGDEN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1231,012,27,28,18,2024,2024-01-30T15:41:33.000,1163312,1897077,41.873219626,-87.675868666,"{'latitude': '41.873219626', 'longitude': '-87.675868666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,5,23,28,15,139,28
13345880,JH125094,2024-01-22T17:30:00.000,024XX N MILWAUKEE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1414,014,1,22,06,2024,2024-01-30T15:41:33.000,1156086,1916141,41.925681769,-87.701883719,"{'latitude': '41.925681769', 'longitude': '-87.701883719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,548,41,1,7,182,1
13345152,JH124406,2024-01-22T17:30:00.000,016XX E 70TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0332,003,5,43,07,2024,2024-01-30T15:41:33.000,1188705,1858905,41.767901843,-87.583862475,"{'latitude': '41.767901843', 'longitude': '-87.583862475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22538,39,381,33,24,18,212,3
13345815,JH124309,2024-01-22T17:25:00.000,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,018,2,8,06,2024,2024-01-30T15:41:33.000,1177293,1905615,41.896343018,-87.624279065,"{'latitude': '41.896343018', 'longitude': '-87.624279065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,626,11,6,14,71,2
13345276,JH124251,2024-01-22T17:23:00.000,115XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,ATHLETIC CLUB,False,False,2234,022,21,75,08A,2024,2024-01-30T15:41:33.000,1167438,1828213,41.684160442,-87.66269195,"{'latitude': '41.684160442', 'longitude': '-87.66269195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,74,378,22,13,9,263,21
